INVESTIGATION_ID,Location,Sublocation,Desc,Status
5421920,Garage,,The plumbing system is not kept in good working order.,Closed
5425546,Garbage Area,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to shopping chart, plastic sheets, buckets, broken doors, etc.",Closed
5427746,Throughout Dwelling Unit,,The property is not being kept free of pests.,Open
5427746,Throughout Dwelling Unit,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5425970,,,"Refuse thrown, dumped, deposited on land that is not a highway within the City, including but not limited to;  ",Closed
5425970,Front West,,"Refuse thrown, dumped, deposited on a highway within the City, namely,  ",Closed
5425975,Front North,,"Permit refuse to be thrown, dumped, deposited on a highway within the City, namely,  ",Closed
5416818,Basement,Washroom,The plumbing system is not kept free from leaks or defects.,Open
5416818,Basement,Washroom,Repair(s) does not reasonably match existing wall(s),Open
5416818,Basement,Bedroom Window,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.,Open
5416818,Basement,Kitchen,Floor(s) and/or floor covering(s) not maintained free from trip or other hazardous condition.,Open
5416942,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage, recycling, litter, boxes and any other waste or debris",Substantially Complete
5422628,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Substantially Complete
5427977,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5428303,,,The property is not being kept free of pests.,Open
5427500,,,The number of garbage receptacles supplied is insufficient.,Open
5413362,North Rear West,,Garbage and/or refuse is not being stored in receptacles.Namely: garbage is being stored in the back of a cube truck.,Open
5422179,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.  Namely: hole in the wall near the entrance of the unit.",Closed
5414397,Exterior Of Building,Front Entrance,"The retaining wall is not being maintained in good repair.Namely, the retaining wall in the front entrance of the building is deteriorating, damaged and toppling.",Open
5415385,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, Wall under the washroom washbasin is not free of deteriorated surface material.",Closed
5415385,Living Room,,"The electrical receptacle are not  maintained in good working order.Namely, Electrical receptacle not in good repair. ",Closed
5415385,Bathroom,,"Floor is not reasonably impervious to water. Namely, Caulking around the bathtub is deteriorated and not effectively sealing against water.",Closed
5418380,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5421250,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to water tanks, AC units, cardboard, plastic bags, wooden skids, car seats, discarded furniture, wood, metal scraps, compressors, hoses, lamps, loose waste and debris.",Open
5421382,North Front East,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Closed
5426525,Exterior Of Building,,"The exterior walls and their components are not being maintained in good repair.Namely, there is spalling/delaminated brick as well as brick and mortar joints that are in deteriorated and in disrepair. ",Closed
5426525,Entranceway,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.Namely, the steps and the threshold leading to the front entrance are cracked and deteriorated. ",Closed
5430764,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to old wood, old bikes, car tires, loose garbage, black garage bags filled with waste, old inside furniture, old  blue tarp, yard waste etc.",Open
5430971,Exterior Of Building,Driveway,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to overflowing waste bin in the mutual driveway.",Closed
5431187,Rear,North Side of Building,"The roof or one of its components is not weather tight. Shingles are missing, creating an opening.",Open
5431187,East Side of Building,South Side of Building,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials. Shingles not secured.",Open
5431187,Rear Yard,North Side of Property,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5431191,West Side of Property,South West,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Open
5431191,East Side of Building,South East,Down pipe not maintained free from leaks and/or defects.,Open
5431203,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter scattered around the property.",Open
5431243,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5432659,UNIT 208,,The property is not being kept free of pests.,Open
5418449,Front Yard,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5429213,Laundry Room,,The supplied facility in or on the property is not kept in a satisfactory working condition. Namely - Laundry machines found in state of disrepair ,Open
5431063,,,The foundation wall(s) of the building or structure are not being maintained in good repair.,Open
5431063,,,The property is not being kept free of conditions which may encourage infestation.,Open
5431063,,,The property is not being kept free of pests.,Open
5431063,,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5431063,,,"Vacant property not secured by fencing, wheel stops, bollards or similar devices to prevent unauthorized entry.",Open
5428506,Throughout Dwelling Unit,,The property is not being kept free of pests.,Closed
5428506,Throughout Floor,,The property is not being kept free of pests.,Closed
5421838,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to: loose debris,  waste and garbage situated throughout property",Closed
5421864,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, garbage, dead pile of tree branches, Rusted metal equipment, garbage stored in shed, broken chair, boxes, tire, and any other discarded items or materials.",Substantially Complete
5421918,,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair.",Open
5421918,,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained free from obstructions.",Open
5421918,,,The roof or one of its components is not weather tight.,Open
5421918,,,The roof or one of it's components is not free from a hazardous condition.,Open
5421918,,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5421918,,,The property is not being kept free of conditions which may encourage infestation.,Open
5421918,,,Required guard does not prevent the passage of a spherical object having a diameter of 100 millimetres,Open
5421918,,,"Handrail not provided on at least one side of stairs or ramps less than 1,100mm in width",Open
5422025,Rear Yard,Parking lot,"The fence, screen and/or other enclosure around or on the property is not being maintained free from hazards.",Open
5422080,Rear Yard,Garage Area,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5431443,Rear Yard,,"The tree which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion.",Closed
5426525,Entranceway,,"Dwelling unit is not connected by two way voice communication system and security locking release mechanism to the principle entrance of the building.Namely, the intercom system is unable to connect to tenants. ",Closed
5406567,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406569,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406571,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406574,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406597,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5408411,West Side of Property,employee parking lot and adjacent grass area,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Closed
5408974,Garage Area,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.Namely,Undeground parking garage ",Open
5408974,Exterior Of Building,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Open
5408974,,,"Driveway(s) and/or similar areas not maintained.Namely,Driveway has hole and not level",Open
5408974,Play Area,,"The stair, landing and every appurtenance, surface cover and finish is not maintained. Namely,The stairs leading up to the pool.",Open
5408974,Basement,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely,Ceiling near underground garage",Open
5403919,,,"Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to cause a hazard on a stairway, walkway, street and/or boulevard.",Open
5403919,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Open
5403919,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5407299,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to old wood, old children toys, plastic bags filled with waste, an old door, wooden skids etc.",Open
5407807,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to old wood, old plastic buckets, an old shower door, loose garbage etc.",Open
5406598,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406600,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406648,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406650,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Closed
5406669,,,Driveway(s) and/or similar areas not maintained.,Substantially Complete
5406669,,,Parking space(s) and/or similar areas not maintained.,Substantially Complete
5406669,Parking Area,,"Curb stops or restraining devices are not positioned to prevent vehicles from causing injury, damage or encroaching on to property.",Substantially Complete
5407445,Exterior Of Building,Front Yard,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to wood and concrete construction waste.",Closed
5407569,Front,,Exterior door is not maintained in good repair.,Open
5399968, 4th Floor,,"Previously finished surface(s) have marks, stains, graffiti, smoke damage, painted slogans and/or other defacements.",Closed
5400027,Living Room,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5400027,Living Room,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5400027,,,Wall(s) not maintained clean.,Closed
5400747,Dwelling Unit,,"The floor and every appurtenance, surface cover and finish is not maintained. Namely: Parquet floor tiles have been damaged and/or are missing throughout unit.",Open
5393649,,,The property has not been repaired in accordance with the standards. Namely Kitchen sink hardware not maintained in good repair. ,Closed
5393649,,,The property has not been repaired in accordance with the standards. Namely Kitchen cabinets not in good working order. ,Closed
5393649,,,"The floor and every appurtenance, surface cover and finish is not maintained. Namely; floors throughout the unit. ",Closed
5403160,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to black garbage bags, cardboard boxes , tree branches and all other loose litter and debris. ",Closed
5403179,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to derelict vehicles, wooden crates, pylons, plywoods, buckets and all other loose litter and debris.",Closed
5403192,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to piping, pieces of fence, cement blocks, tree branches, black garbage bags and all other loose litter and debris.",Closed
5429371,Throughout Building,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Open
5429371,Throughout Building,,"Exterior window or skylight not maintained in good repair.Namely, windows do not have a screen.",Open
5429554,Entranceway,East Side of Building,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The ceiling drywall/plaster in the main entrance foyer is not maintained free of damaged and deteriorated materials.",Closed
5429554,Stairway,West Side of Building,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The stairway wall drywall/plaster is not maintained free of damaged material.",Closed
5429554,Stairway,West Side of Building,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: The ceiling drywall/plaster in the stairway located at the rear, west-side of the property.",Closed
5429650,North Side of Building,,A barrier or deflector to prevent lighting and motorized or non-motorized vehicle lighting from shining directly into a dwelling unit is not provided and/or maintained.,Closed
5429664,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5429720,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to patio stones, large rectangular structure, glass window/sliding door panels.",Substantially Complete
5421268,Lobby,,An emergency contact sign is not posted and maintained in a prominent place in the front lobby or entrance to the building.,Open
5431547,,,"Exterior window not maintained weather-tight. Namely, window frame deteriorating. ",Open
5431547,,,The electrical receptacle are not maintained in a safe and complete condition throughout unit.,Open
5431547,,,All repairs shall be made in a good workmanlike manner.,Open
5431547,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5429333,Unit 510,Main Bathroom,"The bathtub has not been repaired in accordance with the standards.Namely, the caulking around the bathtub in the main bathroom. ",Closed
5429333,Unit 510,Main Bathroom,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, underneath the wash basin where the plumbing system meets the wall. ",Closed
5429333,Unit 510,Main Bathroom,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, the ceiling top throughout the main bathroom.",Closed
5429333,Unit 510,Living Room,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, the walls throughout the living room and the dining area. ",Closed
5429333,Unit 510,Balcony,"Storm or screen door not maintained in good repair.Namely, the balcony screen door to the balcony. ",Closed
5430546,Lobby,,Mailbox or mail receptacle is not maintained in good repair.,Closed
5422552,Kitchen,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, kitchen ceiling has surface deterioration, including paint peel, bubbling and holes. ",Closed
5422552,Kitchen,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, kitchen wall has surface deterioration, including paint peel, bubbling and holes. ",Closed
5422552,Bedroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, bedroom ceiling in corner has surface deterioration, and moisture damage. ",Closed
5422552,Bedroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, bedroom wall has deteriorated surface material, including paint peel, bubbling and holes. ",Closed
5422552,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, wall behind toilet in bathroom has surface deterioration, including paint stains. ",Closed
5422552,Bathroom,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.Namely, floor tile behind and surrounding toilet is not maintained free of holes, and stains. ",Closed
5422552,,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, bathroom tub has surface deterioration, stains and deficient glazing. ",Closed
5422552,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, bathroom shower tiles have deteriorated grouting. ",Closed
5422178,Front Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter and debris.",Closed
5422184,Front Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste, loose litter and debris.",Closed
5423375,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5425607,Interior of Building,Exit Stairways,The location and size of openings present a hazard as they are designed with members or attachments between 140 millimetres and 900 millimetres above the level protected by the guard which facilitate climbing.,Closed
5425607,Interior of Building,Exit Stairways,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5425607,Interior of Building,Exit Stairways,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5425607,Interior of Building,Exit Stairway Near Elevator Room,"Previously finished surface(s) where marks, stains, graffiti, and/or other defacements have been removed have not been refinished. Name; graffiti on null post",Closed
5425607,Interior of Building,Exit Stairways Throughout Building,Previously finished wall(s) in the public area of the property is not maintained in good repair. Namely; damaged plaster walls,Closed
5425607,Interior of Building,Corridors Throughout ,Previously finished wall(s) in the public area of the property is not maintained in good repair. Namely; Damaged plaster walls  ,Closed
5425607,18th  Floor,Corridor,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely; Damaged Ceiling tile",Closed
5425607,Interior of Building,Corridors Throughout,Floor and/or floor covering not kept in a clean and sanitary condition Namely; stains in the carpet ,Closed
5425607,Interior of Building,Corridor Elevators Areas,Previously finished surface(s) in the public area of the property is not maintained in good repair. Namely; Damaged Elevator Doors and Frames,Closed
5422179,,,The property is not being kept free of pests.,Closed
5422209,Parking Area,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Closed
5422209,South West,,The retaining wall is not being maintained in good repair.,Closed
5429649,2nd Floor,Front,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials.Namely, barbeque on front awning, 2nd storey.",Open
5429712,,,The ventilation system or unit is not regularly cleaned.,Open
5429712,,,Exterior window(s) with broken/cracked glass.,Open
5429716,,,Handrail not provided on exterior stairs with more than three risers serving single dwelling unit,Closed
5419207,,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Closed
5419253,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5419305,Rear Yard,Exterior,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to namely; renovation materials, such as drywall, mirrors,  pieces of tiles,  doors,metal pipes,  appliances, counter tops, and pieces of boards, other waste litter and debris.",Open
5412787,,,The firewood is being stored at a height less than one hundred and fifty (150) millimetres above grade.,Open
5412787,,,The firewood is being stored less than three hundred (300) millimetres from a lot line.,Open
5412787,,,Firewood for domestic use is not being stored in the rear yard.,Open
5428493,Exterior Of Building,Front Yard,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to Namely stop the practice of placing food scraps at the base of the trees fronting your address as it encourages an infestation.",Closed
5428542,Elevator,Right elevator,Elevator(s) is not maintained in a clean condition. Stains on carpet in right elevator,Closed
5428559,Rear Yard,,"Height of the fence exceeds the height permitted by the Chapter., namely; rear yard, west side of property has fence exceeding 2 metres.",Closed
5428659,West Side of Property,Front Entrance,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.",Closed
5428659,Throughout Building,Throughout Building,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member  is not maintained in good repair.",Closed
5428659,Throughout Building,"West Side, South Side and North Side of the Building",The exterior walls and their components are not being maintained in good repair.,Closed
5428659,Garage Area,Top of the Garage Ramp,Garbage and refuse on a property not screened by a visual screen or fence to minimize visual impact to persons at grade on adjacent properties or a public highway,Substantially Complete
5426860,Throughout Building,,"The exterior walls and their components are not being maintained in good repair.Namely, brickwork throughout not maintained in good repair.",Closed
5426860,Throughout Building,,"The exterior surface of the building shall be maintained free of stains.Namely, exterior not kept free of stains.",Closed
5426860,Entranceway,Exterior,"The retaining wall is not being maintained in good repair.Namely, the retaining walls around the gardens are rotting and not maintained in good repair.",Closed
5426860,Throughout Building,,"Dwelling unit window that is capable of being opened has no screen.Namely, numerous windows in dwelling units missing window screens.",Closed
5426860,Garbage Area,,"The garbage containers are not equipped with a tight-fitting cover.Namely, numerous bins, both recycling and waste missing cover.",Closed
5426860,Garbage Area,,The garbage containers are not water tight.Numerous bins cracked or damaged preventing them from being watertight.,Closed
5426860,Near Parking Garage Entrance,,"The retaining wall is not being maintained in good repair.Namely, retaining wall near parking garage entrance, not maintained in good repair.",Closed
5429712,,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in a clean and/or sanitary condition.",Open
5426360,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5416225,North West,Front West,The exterior walls and their components are not being maintained in good repair.,Substantially Complete
5428659,Garage Area,Top of Garage Ramp,Exterior garbage bin(s) has no cover.,Closed
5430076,Underground Parking Area,Throughout Garage,The parking or storage garage ceiling painted surface is not maintained in a state of good repair.,Closed
5430076,,,"An opening through a garage floor, floor perimeter or ramp is not equipped with a guard which is not less than 1,070 millimetres above the floor level.",Closed
5430076,Underground Parking Area,Throughout Garage,"The walls in the parking or storage garage are not maintained free of holes, breaks or cracks.",Closed
5430076,Underground Parking Area,Throughout Garage,The parking or storage garage walls painted surface is not maintained in a state of good repair.,Closed
5430315,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5419513,Porch,Front Yard,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member(s) is not maintained in a safe condition.",Open
5419605,Exterior Of Garage,Entranceway,Driveway(s) and/or similar areas does not afford safe passage.  Namely; there is a wide gap between the driveway and the parking garage ramp.,Closed
5423627,Garbage Area,,"The exterior garbage storage area is not maintained in a litter free and odour free condition.Namely, garbage storage area is not maintained free of litter, namely storage of soil.",Open
5423627,Yard,,"The yard does not have suitable ground cover to prevent recurrent ponding of water.Namely, yards not maintained to prevent ponding of water along walkways.",Open
5426375,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5430285,Bedroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Fix cause of leak and repair damaged ceiling.",Closed
5430285,Bedroom,,"The floor and every appurtenance, surface cover and finish is not maintained.",Closed
5426525,Exterior Of Building,,"Exterior window(s) with broken/cracked glass.Namely, there are a number of broken windows throughout the building. ",Closed
5426525,Exterior Of Building,,"Exterior window or skylight not maintained in good repair.Namely, the window frames throughout the property are deteriorated and have peeling paint. ",Closed
5426525,Exterior Of Building,,"The surface of a window is not kept reasonably clean.Namely, a number of exterior windows are not clean. ",Closed
5426525,Exterior Of Building,,"Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.Namely, a number of window screens are broken, damaged, and/or missing. ",Closed
5426526,Stairway,,"Height of handrail on stairs or ramp is less than the minimum 800mm.Namely, the height of the handrails in both stairwells is less than 800mm. ",Closed
5426526,Stairway,,"The stair guard when measured vertically from the stair nosing is less than 900 millimetres high.Namely, the guards along the stairs are less than 900mm. ",Closed
5426526,Stairway,,"Guard is less than 1,070 millimetres high.Namely, the guard height on the landings are less than 1,070 mm. ",Closed
5426526,Throughout Building,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, the walls and baseboards are cracked, damaged, and deteriorated in a number of areas throughout the building. ",Closed
5426526,Throughout Building,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, there are a number of areas where the ceiling is cracked, damaged, and deteriorated throughout the building. ",Closed
5426526,Throughout Building,,"Interior door is not a good fit in its frame.Namely, there a number of doors in the common areas that have gaps between the door and the frame. ",Closed
5426526,Throughout Building,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely, there are a number of doors and frames in the common areas that are deteriorated and the glass is broken. ",Closed
5426526,Stairway,,"The guards and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair.Namely, the guards and their attachments in both stairwells are deteriorated and the finish is damaged. ",Closed
5426526,Stairway,,"The floor and every appurtenance, surface cover and finish is not maintained. Namely, the floor in the North side stairwell is damaged and deteriorated. ",Closed
5426526,Stairway,,"The treads and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair.Namely, the tread in the North stairwell is damaged and deteriorated. ",Closed
5431114,Throughout Dwelling Unit,,"The floor and every appurtenance, surface cover and finish is not maintained. ",Closed
5431114,Kitchen,,Repair(s) does not reasonably match existing ceiling(s).,Closed
5433015,Front West,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.",Closed
5433015,Front West,,"The handrails, and/or other appurtenant attachments and/or their supporting structural members are not maintained in a safe condition.",Closed
5433015,Front,,"The handrails, and/or other appurtenant attachments and/or their supporting structural members are not maintained in a safe condition.",Closed
5433015,Front West,,The guards and/or other appurtenant attachments and/or their supporting structural members are not maintained in a safe condition.,Closed
5422196,Dwelling Unit,Bathroom,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Substantially Complete
5424466,South Side of Property,,"Single gate swimming pool enclosure gate is not self closing or equipped with a lockable, self-latching device located on the inside near the top of the gate or on the outside at least 1.5 metres above grade.",Open
5424466,Rear Yard,Gate leading to platform at backdoor of home.,"Swimming pool enclosure, including any gate forming part of the enclosure is less than 1.8 metres high, and is closer than one metre to any external condition, which facilitates climbing the outside of the enclosure.",Open
5424466,North Side of Property,,"Single gate swimming pool enclosure gate is not self closing or equipped with a lockable, self-latching device located on the inside near the top of the gate or on the outside at least 1.5 metres above grade.",Open
5424691,Rear Yard,Deck,The swimming pool enclosure fails to completely enclose the area in which the swimming pool is located.,Open
5424728,Rear Yard,South,"Height of the fence exceeds the height permitted by the Chapter., namely; 2.0 meters. Current fence is approximately 2.76 meters.",Open
5424728,Rear Yard,West,"Height of the fence exceeds the height permitted by the Chapter., namely; 2.0 meters. Current fence is approximately 2.73 meters.",Open
5431537,Front,,"The supporting member(s) of equipment/attachments appurtenant to the building are not properly anchored, namely, the (canopy, marquee, sign, awning, screen, grille, stairway, pipe, duct,  standpipe, air conditioner, Etc).",Open
5431614,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to empty plastic buckets, containers with dried leaves, a broken wooden table, a dilapidated picnic table, pieces of plastic, wood, metal & all other waste throughout the property.",Closed
5431646,Throughout Property,,The exterior walls and their components are not being maintained in good repair.,Open
5431802,,,Service or utility is disconnected.  Namely : Gas,Closed
5427015,Front Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to inoperable vehicle/s (vehicle with deflated tire and vehicle with signd of body damage).",Closed
5426526,Lobby,,"The property is not maintained and/or kept clean in accordance with the standards.Namely, the walls, ceiling, and light fixture in the lobby are not being maintained clean. ",Closed
5426526,Lobby,,"Interior lighting fixtures or lamps are not maintained.Namely, there is a burnt out lightbulb in the fixture located in the lobby. ",Closed
5426526,Lobby,,"Previously finished wall(s) in the public area of the property are not renewed or refinished, when necessary, to maintain a similar appearance.Namely, the wooden panels in the lobby, along the stairs, and the wooden baseboards are deteriorated and damaged. ",Closed
5432883,Front Yard,Down Spout Pipe,"Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to cause a hazard on a stairway, walkway, street and/or boulevard.",Open
5408997,Rear Yard,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.Namely; Wood, large white water containers, looselitter/debris",Open
5408997,Throughout Unit,,"The electrical receptacle are not maintained in a safe and complete condition.Namely; Missing receptacle covers, burnt damaged outlets. ",Open
5408997,Bathroom,,The plumbing system is not kept free from leaks or defects.Namely; Leaking pipes below sink. ,Open
5407569,Throughout Property,Roof Of Building,"Roof decks, catwalks and/or related guards are not maintained in good repair.",Open
5407569,Throughout Building,,The exterior walls and their components are not being maintained in good repair.,Open
5407569,Throughout Property,,Exterior window or skylight not maintained in good repair.,Open
5400747,Dwelling Unit,,"The floor and every appurtenance, surface cover and finish is not reasonably smooth and level. Namely: Parquet floor tiles have been damaged, and have separated from floor causing trip hazard.",Open
5400747,Kitchen,,All repairs shall be made in a good workmanlike manner.Namely: Drywall segment located under kitchen sink needs to seal exposed hole and plumbing fixtures.,Open
5408997,Kitchen,,The kitchen fixture(s) and/or fitting is not maintained in good repair and good working order.Namely; Leaking faucet in kitchen.,Open
