INVESTIGATION_ID,Location,Sublocation,Desc,Status
5486592,Throughout Building,stairwells,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings.",Closed
5486592,Throughout Building,stairwells,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5486594,Throughout Building,stairwells,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5486645,Exterior Of Building,Front Yard,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Closed
5486728,Throughout Property,,The property is not being kept free of pests.,Open
5493423,Stairway,,"In a dwelling unit, window located more than 2,000 millimetres above grade opens within 1,500 millimetres of the floor is not protected by a guard conforming to Subsection 19.D.(5).Namely, the main stairwell at all floors, windows with no guards. ",Open
5493423,Stairway,,"The required guard has members, attachments or openings that will facilitate climbing.",Open
5493423,Stairway,,Height of handrail on stairs or ramp is more than the maximum 965mm,Open
5492462,Kitchen,Cabinets,"The property has not been repaired in accordance with the standards.Namely, the bottom kitchen cabinets are deteriorated.",Closed
5492462,Kitchen,countertop,"The property is not maintained and/or kept clean in accordance with the standards.Namely, caulking around Kitchen countertop is loose / deteriorated.",Closed
5493687,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage bags , skids, chairs, loose litter and debris .",Open
5493635,,,"Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property. Namely, downspout pointing directly at neighboring property.",Open
5493616,,,"Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property. Namely, downspout is pointing directly at neighboring property.",Closed
5493849,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to plywood, pieces of wood ,loose litter and debris.",Closed
5493848,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to  bags of yard waste , branches and bush on front yard , gas cylinders and loose litter .",Closed
5471719,,,"The opening in an exterior wall is not protected by suitable materials to prevent the entry of rodents, vermin and/or insects.",Open
5471719,,,The property is not being kept free of conditions which may encourage infestation.,Open
5480586,Rear Yard,,"The property is not being kept free of conditions which may encourage infestation. Namely,  vegetation overgrown throughout which allow pests to inhabit. ",Open
5490999,,,The property is not maintained and/or kept clean in accordance with the standards.,Closed
5490999,,,Immediate action has not been taken to eliminate an unsafe condition.,Closed
5490999,,,The property has not been repaired in accordance with the standards.,Closed
5490999,Yard,,The yard is not being maintained free of heavy undergrowth.,Open
5495077,Stairway,Throughout Building,"The guard is designed that a member, attachment or opening located between 140 millimetres and 900 millimetres above the level being protected facilitates climbing.",Closed
5495077,Stairway,Throughout Building,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Open
5495077,Stairway,Throughout Building,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5495077,Stairway,Throughout Building,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5489914,Underground Parking Area,,The floor drain is not maintained in good repair.,Closed
5495077,Stairway,Throughout Building,"Handrails on both sides of stair or ramp 1,100mm in width or more not provided",Closed
5474498,Rear East,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Closed
5474498,South,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Closed
5470454,,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Open
5470454,,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Open
5483178,Stairway,,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5483178,Stairway,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5483178,Stairway,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5483178,Stairway,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5483178,Stairway,,"The guard is designed that a member, attachment or opening located between 140 millimetres and 900 millimetres above the level being protected facilitates climbing.",Closed
5467022,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to cardboard boxes, garbage bags and wooden skid in the front and at the side of this house.",Open
5479860,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to household waste, discarded items, tires, and glass in rear yard.",Open
5486992,Unit Interior ,Washroom,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Ceiling found in state of disrepair (water damaged/cracked).",Closed
5486992,Unit Interior ,Washroom ,The electrical switches are not maintained in a safe and complete condition. Namely: Electrical switch found in state of disrepair (water damaged). ,Closed
5486992,Unit Interior ,Washroom,The plumbing system is not kept free from leaks or defects. Namely: Plumbing system above washroom ceiling found in state of disrepair (leaking through walls and ceiling).,Closed
5486992,Unit Interior ,Washroom,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Wall(s) found in state of disrepair (water damaged).",Closed
5493402,West Side of Building,Roof Of Building,Eavestrough or roof gutter does not discharge in to a downpipe to drain roof surfaces.,Closed
5493470,,,Swimming pool enclosure is less than 1.2 metres high on single residential property.,Substantially Complete
5493471,,,Swimming pool enclosure is less than 1.2 metres high on single residential property.,Substantially Complete
5474224,Unit# 201,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5481436,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage, tires, bathtub, inoperative vehicle.",Open
5489776,Throughout Building,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5470494,,,The location and size of openings present a hazard as they are designed with members or attachments between 140 millimetres and 900 millimetres above the level protected by the guard which facilitate climbing.,Open
5470494,,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Open
5470494,,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Open
5462512,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5480195,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Including but not limited too ground floor bedroom ceiling.",Open
5480195,,,The roof or one of its component is not free from leaks. Including but not limited too water entering ground floor dwelling during rainfall.,Open
5487031,Unit Interior ,Washroom Ceiling ,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Ceiling found in a state of disrepair (repairs not completed in a workmanlike manner).",Closed
5487062,Unit Interior ,"Hallway(s), Stairwell(s), Where Required. ","Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Ceiling(s) found in a state of disrepair (cracks, peeling paint, vent covers damaged).",Closed
5487062,Unit Interior ,Washroom / Kitchen Ventilation ,"The ventilation system or unit is not kept in good repair and maintained in good working condition at all times. Namely: Ventilation system found in state of disrepair (washroom, kitchen). ",Closed
5530119,Bathroom,,"The plumbing system is not kept free from leaks or defects.Namely, black dots are being found in the tub during runnning cold water. ",Open
5530119,Bathroom,,"The water supply of potable running water is not from a source approved by the Medical Officer of Health.Namely, show through testing that the water levels do not have elevated levels of lead. ",Open
5486817,Stairway,,Required guard does not prevent the passage of a spherical object having a diameter of 100 millimetres,Open
5487107,Stairway,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5475693,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Closed
5492431,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose garbage, an old wooden frame, old inside furniture, several black plastic bags filled with garbage, old wood, insulated bags etc.",Open
5489829,Kitchen,,"The cupboard is not maintained in good repair and good working order.Namely, kitchen cupboards throughout have paint peel, chipping, and rusted hindges. ",Open
5489829,Kitchen,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, kitchen counter laminate, edge and frontage show signs of chipping, rot and general deterioration. ",Open
5471643,Kitchen,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely; Ceiling in kitchen is damaged from water leak. ",Closed
5471643,Kitchen,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely; Walls behind cupboards in kitchen are damaged from water leak. ",Closed
5478526,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: hole above the toilet in the bathroom. ",Closed
5483882,Stairway,Throughout Building,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5501567,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste, garbage, junk, discarded items and any other waste or debris",Open
5470126,Rear,,The tree which is located on the property is dead and has not been removed.,Open
5470165,Rear,,The trees which are located on the property is dead and has not been removed.,Open
5486295,Fire Escape,,"Exterior door is not maintained in good repair.Namely, the fire escape door on the 3rd floor is bent in making it easier to force entry. ",Open
5486295, 3rd Floor,,"An exterior door has a defective locking mechanism.Namely, the room at the 3rd floor landing that faces the street has broken/rotted door frame making the latch structure unusable. ",Open
5494529,Front,,Exterior garbage bin loaded beyond the top of the container.,Closed
5494529,,,Floor and/or floor covering not kept in a clean and sanitary condition,Substantially Complete
5477030,,,"Service or utility is disconnected.  Namely :(gas, water,electricity)",Open
5477030,,,Hot water supply does not have equipment installed to provided every dwelling unit with an adequate supply of service hot water.,Open
5489767,Rear Yard,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Open
5489767,Exterior Of Building,,Handrail not provided for the exterior stairs of single dwelling unit that has more than three risers(Front door),Open
5489767,Exterior Of Building,Front,"Eavestrough, roof gutter, flashing and/or down pipe not maintained free from obstructions.",Open
5489767,Exterior Of Building,Front,"Eavestrough, roof gutter, flashing and/or down pipe not maintained free from leaks and/or defects.",Open
5489767,Rear Yard,Accessory Building,The accessory building is not constructed and/or maintained in good repair.Roof of red shed.,Open
5489767,Rear Yard,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member(s) is not maintained in a safe condition.Rear deck.",Open
5489767,Rear Yard,,"Exterior steps, not maintained.Stairs to the rear deck.",Open
5466613,Parking Area,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to abandoned barrels",Closed
5476597,Rear,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.Namely, 60CMx2 Norway Maple - Property owner to remove west leader/stem down to main union due to significant decay.  (attached report).Urban Forestry Advisories dated June 25, 2024 #21032412, from Urban Forestry Officer Marcel LeBlanc #523F ufce@toronto.ca 416-395-7316",Substantially Complete
5476598,Rear,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.Namely, 60CMx2 Norway Maple - Property owner to remove west leader/stem down to main union due to significant decay.  (attached report).Urban Forestry Advisories dated June 25, 2024 #21032412, from Urban Forestry Officer Marcel LeBlanc #523F ufce@toronto.ca 416-395-7316",Substantially Complete
5476641,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Closed
5476641,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Closed
5485802,Apartment,Throughout Dwelling Unit,"Throughout Dwelling Unit: The property is not being kept free of pests.Namely, the unit is not kept free of pests (Mice)",Closed
5464115,,,Fail to prevent the accumulation of water in a swimming pool not in use pursuant to the Medical Officer of Health.,Closed
5470236,Bathroom,Sink Faucet,The supplied facility in or on the property is not kept in a satisfactory working condition. Namely; Faucet not secure in place to sink.,Closed
5470236,Entranceway,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5470236,Bedroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely; Ceiling cracks",Closed
5470236,Dining Room,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5470236,Kitchen,Faucet,The supplied facility in or on the property is not kept in a satisfactory working condition. Namely; Faucet not secure and maintain in good repair.,Closed
5470236,Kitchen,Interior Cupboard,Wall(s) not maintained clean. Namely; Black surfaces,Closed
5470236,Living Room,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5476495,,,Fence (single or multiple residential) in front yard and within 2.4 m public highway exceeds 1.2 metres.,Closed
5488510,Stairway,Throughout Building,The location and size of openings present a hazard as they are designed with members or attachments between 140 millimetres and 900 millimetres above the level protected by the guard which facilitate climbing.,Open
5488510,Stairway,Throughout Building,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Substantially Complete
5488510,Stairway,Throughout Building,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5488510,Stairway,Throughout Building,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Open
5488589,Stairway,Throughout Building,"The guard is designed that a member, attachment or opening located between 140 millimetres and 900 millimetres above the level being protected facilitates climbing.",Substantially Complete
5488589,Stairway,Throughout Building,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5488589,Stairway,Throughout Building,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Substantially Complete
5467735,Stairway,,The location and size of openings present a hazard as they are designed with members or attachments between 140 millimetres and 900 millimetres above the level protected by the guard which facilitate climbing.,Closed
5467735,Stairway,North,"Handrails on both sides of stair or ramp 1,100mm in width or more not provided",Closed
5467735,Stairway,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5467735,Stairway,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5467735,Stairway,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5467591,Throughout Property,Rear Yard,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to discarded furniture, bricks, plastic containers, paper, cardboard, metal, loose waste, and debris",Open
5467815,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste, junk, signs, barrels, plastic pallets, kitchen equipment, wood, sink and garbage and debris.",Substantially Complete
5465404,Front,,The protective/decorative finish on the exterior surfaces is not being maintained in good repair.,Open
5482486,Rear Yard,East Side of Property,"The tree, plant, limb or branch, which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion. ",Closed
5482571,Rear Yard,West Side of Property,"The (31cm diameter) Manitoba maple tree which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion. ",Closed
5482920,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5483498,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Closed
5492498,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose waste and debris in driveway including cigarette butts and couch in rear of property.",Substantially Complete
5492502,,,"Hedge, shrub/vegetation in front yard and within 2.4 metres public highway exceeds 1.2 metres.",Closed
5493180,Rear Yard,," Fence constructed using materials that are not usually intended for use in permanent fencing.Namely, tarp in rear yard on the east side is not a permitted material for permanent fencing.",Closed
5493224,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion. Namely, rear yard Maple tree trunk is decayed.",Closed
5495360,,,"Exterior steps, not maintained.",Closed
5470470,Stairway,Throughout Building,"A window in a stairway that extends to less than 1,070 millimetres above the landing is protected by a guard that is less than 1,070 millimetres high measured to the top of the guard from the surface of the landing. ",Closed
5486750,Stairway,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Open
5486750,Stairway,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Open
5486750,Stairway,,"A window in a stairway that extends to less than 1,070 millimetres above the landing is protected by a guard that is less than 1,070 millimetres high measured to the top of the guard from the surface of the landing. ",Open
5486750,,,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Open
5487904,Stairway,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Open
5491477,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage bag, chair, skids, container, pile of boards, lumber, toys, foam, metal shelf pipe, bucket, glass, motorcycle, tree branches, blue container, litter, and debris.",Closed
5494297,Stairway,,"Stairwell Landing: Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5490615,Stairway,,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5490615,Stairway,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5490615,Stairway,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5490615,Stairwell Landing,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5490615,Stairway,,"The guard is designed that a member, attachment or opening located between 140 millimetres and 900 millimetres above the level being protected facilitates climbing.",Closed
5464822,Roof Of Building,,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials.",Closed
5483102,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5483105,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to 2 pieces of cardboard on the front lawn.  ",Closed
5483103,,,"Owner of land failed to clean and clear refuse that has been thrown,  placed, dumped or deposited, including but not limited to headboard on front lawn.  Records, clock in the side yard and television and clothes in the rear yard. ",Open
5483977,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5477798,Exit,,"Exterior door not maintained weather-tight.Namely, all emergency exit doors on all floors. ",Open
5477798,Stairway,,"Height of handrail on stairs or ramp is more than the maximum 965mm.Namely, all handrails on all stairs at all floors. ",Open
5477798,Interior,,"The lighting fixture is not protected from damage by the provision of wired glass or other suitable means of protection.Namely, the numerous light fixtures without covers. ",Open
5477798,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5477798,Exit,,"The electrical receptacle are not maintained in a safe and complete condition.Namely, the electrical outlet beside a door which is currently not weather tight which is missing the protective plate. ",Open
5477798,Exit,,"Previously finished wall(s) in the public area of the property is not maintained in good repair.Namely, the areas around all emergency exit doors have sustained damage and are in a state of disrepair. ",Open
5477798, 1st  Floor,,"Exterior window(s) with broken or cracked glass.Namely, the bottom pane on the right side facing out at the ground floor emergency exit. ",Open
5477798,Stairway,,"The window that is capable of being opened is not capable of being locked or otherwise secured from inside the building.Namely, all stairwell windows are missing the window safety lock restricting the opening to 4 inches 100mm. ",Open
5474498,Rear East,,Garbage and/or refuse is not being stored in receptacles.,Closed
5474498,Rear East,,The number of garbage receptacles supplied is insufficient.,Closed
5474498,South,,Unsuitable containers are being used for the storage of garbage.,Closed
5474498,South,,Garbage storage area is not maintained in a clean and odour free condition.,Closed
5474498,Rear East,,Garbage container or receptacle is not maintained in a clean and odour free condition.,Closed
5474498,Rear East,,Exterior garbage bin loaded beyond the top of the container.,Closed
5474560,Exterior,Yard,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped, or deposited, including but not limited to Namely; Overflowing bins, waste litter and debris scattered around the garbage bins.",Closed
5483033,,,"Hedge, shrub/vegetation in front yard and within 2.4 metres public highway exceeds 1.2 metres.",Closed
5483044,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to yard waste bags on the highway, paper, boxes, containers, garbage, feces, a damaged chair, bricks, pavers, tree branches, tires, etc.",Open
5486728,Throughout Building,,The property is not being kept free of conditions which may encourage infestation.,Open
5486730,Throughout Building,,The electrical fixtures are not maintained in a safe and complete condition.,Open
5486730,Throughout Building,,The occupant has not taken immediate action to eliminate an unsafe condition.,Open
5486878,Dwelling Unit,Basement,Floor(s) and/or floor covering(s) not maintained free from trip or other hazardous condition.,Open
5486878,Dwelling Unit,Basement,All repairs shall be made in a good workmanlike manner.,Open
5486878,Dwelling Unit,Basement,All repairs shall be made with materials that are suitable and sufficient for the purpose,Open
5486878,Dwelling Unit,Basement,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5485777,1 Dead tree-Rear & 3 Dead trees - Front.,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.Namely, there is one dead tree at the right corner in the rear yard and three (3) dead trees are in the front yard,",Open
5485777,1 Dead tree - Rear & 3 Dead trees -Front.,,"The tree, plant, limb or branch, which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion. Namely, there is one dead tree at the right corner in the rear yard and three (3) dead trees are in the front yard,",Open
5494845,Throughout Building,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, there are holes in in the ceiling throughout the hallways and stairwells in the common areas of the building. ",Closed
5494845,Throughout Building,,"The electrical connections are not maintained in a safe and complete condition.Namely, electrical connections (wires) are exposed and insecure in multiple locations throughout the building.",Closed
5471458,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to broken toilets, broken furniture, cardboard and all other loose litter and debris.",Open
5475650,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to cardboard, garbage bags plastic buckets and containers, bricks, plastic crates, flower pots, a basketball hoop, wood, building supplies, vehicle parts, mechanic tools, appliances, paint cans, tires, discarded furniture, metal, propane tanks, doors, shelves, sinks, washers, loose waste and debris.",Open
5483210,The garage front area.,,"The number of garbage receptacles supplied is insufficient. Every property shall have a garbage storage facility or a sufficient number of suitable receptacles that are readily accessible to all occupants so as to contain all garbage, debris and trade waste.",Open
5483210,The garage front area.,,"Unsuitable containers are being used for the storage of garbage. Every property shall have a garbage storage facility or a sufficient number of suitable receptacles that are readily accessible to all occupants so as to contain all garbage, debris and trade waste.",Open
5488760,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to an old grocery shopping cart, old bricks, old metal shelving, loose garbage, old cardboard boxes, inside furniture, old carpet etc.",Open
5467515,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to all items which appear to be castaway or discard",Substantially Complete
5487540,,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5465772,Dwelling Unit,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely,  cracks throughout the ceilings in the bedroom, bathroom, and living room",Open
5494845,Throughout Building,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, walls throughout the building have holes, damages and deteriorated materials.",Closed
5494845,Interior of Building,,"An emergency contact sign is not posted and maintained in a prominent place in the front lobby or entrance to the building.Namely, there is no emergency contact sign posted anywhere inside the building. ",Closed
5494845,South Entance,,"Door(s), passageway(s) and/or exit(s), not maintained free from hazardous condition, obstruction and impediments.Namely, south fire exit door on the ground floor is obstructed and completely blocked. ",Closed
5494845,Interior Foyer,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely, glass on front entrance interior door is broken and missing.",Closed
5494845,Stairways,,"Guard is less than 1,070 millimetres high.Namely: Height of landing guards in stairwells is less than 1070mm. ",Closed
5482158,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage bags, wooden furniture and other waste debris.",Closed
5489962,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to old plastic buckets, an old stove, an old barbecue, several old bathroom sinks, an old toilet, plastic milk crates, old wood, an old storm door, an old fish tank etc.",Open
5490097,Exterior Of Building,Rear Yard,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Closed
5483882,Stairway,Throughout Building,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5469256,Throughout Dwelling Unit,,The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.Namely: Ventilation system in both the kitchen and bathroom are covered with duct tape.,Closed
5487235,Throughout Dwelling Unit,,The air conditioning system is not operating so as to maintain an indoor temperature of not more than twenty-six degrees Celsius (26?C).,Open
5487235,Exterior Of Building,,The air conditioning system or unit is not in good repair and maintained in good working condition.,Open
5487235,Basement,,The supplied piece(s) of equipment and/or appliance(s) in or on the property is not kept in a satisfactory working condition. Washer is not working.,Open
5487235,Basement,,The ventilation system or unit is not kept in good repair and maintained in good working condition at all times. Basement washroom fan not working.,Open
5470535,Stairway,,The stair guard when measured vertically from the stair nosing is less than 900 millimetres high.,Closed
5470535,Stairway,,"Guard is less than 1,070 millimetres high.",Closed
5492035,Living Room,,"Previously finished wall(s) where marks, stains, graffiti, and/or other defacements have been removed have not been refinished.Namely the livingroom area above the baseboards have a long textured stained area. ",Open
5492167,Stairway,Throughout Building,The stair guard when measured vertically from the stair nosing is less than 900 millimetres high.,Closed
5492167,Stairway,Throughout Building,"Guard is less than 1,070 millimetres high.Namely, the guard on the landing.",Closed
5492167,Stairway,Throughout Building,Required guard does not prevent the passage of a spherical object having a diameter of 100 millimetres,Closed
5463658,kitchen sink,,"The property has not been repaired in accordance with the standards. Namely, kitchen sink not draining properly.",Open
5463658,kitchen sink,,"The plumbing system is not kept free from leaks or defects. Namely, kitchen sink is leaking.",Open
5463658,1st bathroom,,"The electrical connections are not maintained in good working order. Namely, lights not turning on in bathroom.",Open
5465622,Stairway,Throughout Building,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5465622,Stairway,Throughout Building,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5465622,Stairway,Throughout Building,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5465625,Stairway,Throughout Building,"A window in a stairway that extends to less than 1,070 millimetres above the landing is protected by a guard that is less than 1,070 millimetres high measured to the top of the guard from the surface of the landing. ",Closed
5465625,Stairway,Throughout Building,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5465625,Stairway,Throughout Building,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5465625,Stairway,Throughout Building,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5465634,Dwelling Unit,Kitchen,Supplied hot water is not provided with a temperature range from 45 degrees Celsius to 60 degrees Celsius.,Open
5476947,Basement,,Non-habitable room is used as a habitable area.,Open
5475369,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Substantially Complete
5475317,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to all items which appear to be castaway or discard",Substantially Complete
5475306,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to all items which appear to be castaway or discard",Open
5475339,,,"The hedge(s), shrub(s), tree(s) and/or plant has been planted and/or maintained in a manner which is overhanging and/or encroaching upon the pavement, sidewalk or travelled portion of a street or highway.",Open
5475290,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to all items which appear to be castaway. ",Open
5490632,Stairway,Throughout Building,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5490632,Stairway,Front,"Handrails on both sides of stair or ramp 1,100mm in width or more not provided.Namely, the stairwell at the front of the building needs a second handrail. ",Closed
5490643,Stairway,Throughout Building,"Handrail not provided on two sides of curved stairs or ramps that are 1,100mm or greater",Closed
5493056,Kitchen,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, repairs on stove were not completed in a good workmanlike manner as duct tape was used. ",Closed
